CODE_NUTS3,POP_DENS,POP 0-14,POP 15-29,POP 30-44,POP 45-59,POP_GROWTH,HOUSEHOLDS,DWELLINGS,SURFACE AREA,NTL_avg,NO2_avg,WIND_Avg,Temp_mean_over12yrs,PRESSURE_avg,PRECIPITATION,SOLAR_RAD_avg,LAI_avg
DE932,96.0,26080.0,29024.0,30779.0,47836.0,1.0,98632,103953,2031.12,9.47337961196899,4.10657436395303,4.68445499099436,8.89233734334509,0.971911195488203,62.9659609226953,9558.77755482992,2.89110603365481
RO412,57.0,42794.0,52548.0,66872.0,75467.0,-5.0,114567,160678,5547.06,3.52943122469717,0.997513888155421,1.58280707368006,9.31111111040809,0.941538718373825,60.8874059369167,12986.7095047633,1.92874586258376
UKN09,354.0,28569.0,25697.0,29009.0,34589.0,3.0,69698,74409,452.92,18.1755952835083,1.57557142810757,6.04500159952376,8.87856787112024,0.989234457413355,67.5615397029453,9061.84370591905,1.67854631830145
RO116,55.0,35420.0,34376.0,40996.0,44994.0,-4.0,75814,102931,3834.08,2.8330314050874,1.06825115618261,1.59077208344307,9.08807748636496,0.929758750678351,55.5659120149083,12442.4494802687,1.74666485939612
ITC20,39.0,16630.0,17822.0,22701.0,30843.0,-2.0,60265,108564,3241.88,9.29504500369768,2.29694145032179,3.47644206129753,2.20084303199641,0.557817502803094,96.9898492795927,14542.960497607,1.0363856147781
UKI71,4571.0,80219.0,72161.0,93496.0,75353.0,6.0,157353,152543,85.61,61.7847213745117,5.83882408362848,4.07187503576279,10.1877893606822,0.989519680539767,54.3958330154419,9681.7175394694,1.8012111634016
FRH04,109.0,124071.0,108555.0,124915.0,155684.0,2.0,343433,459041,6822.4,11.5845189617901,1.21779166513847,4.24438971532259,11.7540315111021,1.14000738517763,75.5139892512354,11840.9548856655,1.81870586340244
DEA5A,245.0,36952.0,50674.0,47401.0,63662.0,1.0,133058,137409,1118.25,15.8425926764806,5.67468364411666,3.96920615551518,7.54935320412886,0.872725692742011,89.3600559234619,9918.40876261393,1.99547371055399
DE258,382.0,15875.0,16991.0,20683.0,28855.0,2.0,57424,57838,303.79,16.0729169845581,3.6558549405616,2.74586805105209,8.72275466521581,0.908035875360171,60.0009260177612,10664.2409545898,1.81550926367442
PT150,87.0,64860.0,67122.0,92363.0,92348.0,-2.0,185994,382211,5088.7,13.9373490071815,0.588738706997747,3.5490453625037,16.6511863197377,1.36194973385412,45.9841110885533,17524.9200279884,0.566662814011797
RO316,152.0,103654.0,106835.0,150524.0,160838.0,-4.0,257168,327620,4693.38,9.62127980270556,0.810101850075578,2.46647968754554,8.15927483531115,0.930367029582461,49.536380309325,13219.2659481733,1.82059846165197
CH023,347.0,38593.0,47519.0,53064.0,64238.0,4.0,121260,136968,783.41,23.7600308524238,2.42326528724845,2.56660878437537,8.35525340485792,0.90255915566727,99.6675664760448,11799.6941347475,2.41839640434474
UKH14,200.0,129923.0,121260.0,130127.0,158147.0,3.0,339077,344948,3770.31,14.0465278434753,6.51419790958365,4.41151842089737,9.74767693410925,1.00568865219347,49.0736566854983,9932.55586522939,1.21620115191888
UKI41,11066.0,130995.0,147963.0,190005.0,100323.0,9.0,245657,227311,56.99,63.0,6.08650206707561,3.94861112038294,10.5881367127101,1.01857059200605,51.4710648854574,9757.74588012695,0.849687987565994
FRC11,61.0,86726.0,102242.0,94509.0,105022.0,1.0,246027,285069,8722.91,8.29015985974726,2.19240277666874,3.41149599840806,9.73607398658616,0.988669581055266,71.1583573593284,11793.134144717,1.04123208392355
UKG36,3302.0,58904.0,55372.0,58106.0,67204.0,2.0,139359,139297,96.7,59.1527773539225,4.79300925808924,4.15237265825272,9.1543981830279,0.967696766058604,86.3807862599691,9563.81696573893,1.55505135059357
RO422,32.0,37826.0,42733.0,55150.0,59402.0,-5.0,97039,137671,8487.68,1.18261054724607,0.884199072958695,2.35005077770373,8.40323897952144,0.925099560141969,62.7463683238646,12925.8659178027,1.68156853183105
UKM73,191.0,35016.0,32174.0,35804.0,43701.0,5.0,87035,89810,1022.01,13.7903646491468,2.76455494506506,5.48566046433571,7.71958959790377,0.894752730161716,68.1702988697932,8767.40931271284,1.41749503597235
FRE12,219.0,278337.0,253232.0,273127.0,291055.0,0.0,608848,707568,6616.55,20.2688271575504,4.7980277808728,4.61039585068943,10.1295733623873,1.03407758946826,57.2783157457181,10347.201118035,1.23608140335943
DE251,420.0,5672.0,7638.0,7564.0,9397.0,5.0,21864,22074,98.72,19.7569446563721,4.0146805577808,3.25732059280078,8.60190970388552,0.89441550647219,63.3402773539225,10759.5709228516,1.99536429511176
SI031,85.0,15136.0,14822.0,23683.0,25856.0,-2.0,43842,48175,1325.68,10.8754338920116,1.72168518417963,1.9962577117814,9.65393907247732,1.00368557406796,68.3539736217923,11989.6246297201,1.69963615155611
UKJ32,4961.0,44390.0,74721.0,49850.0,40957.0,4.0,110159,107405,50.72,45.2708335876465,4.08739351961348,4.82004141807556,10.8084710836411,1.04763774573803,63.1356751124064,10138.0179443359,1.0884626865387
DE923,186.0,19018.0,22210.0,22972.0,35770.0,0.0,78641,80599,786.44,12.2763888835907,4.76828472426644,3.71743475126498,8.93628473444419,0.925314077373707,68.7011260986328,9731.458947384,2.16614200507893
DE268,133.0,12184.0,15338.0,16223.0,22134.0,3.0,42366,42350,675.82,11.4416665077209,3.72871296863865,2.75847386462348,8.96332670224919,0.926002803302946,52.4908235186622,10590.6112496512,1.27197635599545
DEF01,1795.0,11383.0,20885.0,15259.0,18237.0,6.0,53944,49936,48.94,28.7638893127441,2.73155624715274,5.50954540570577,8.24969697495302,0.949378778537114,72.4946978886922,9501.38850911458,1.74200457334518
UKD34,2440.0,97413.0,93117.0,105505.0,96998.0,4.0,222897,217376,200.6,59.90625,5.58533796325878,3.82341822650698,9.73144299454159,0.975540126363436,73.0275847117106,9304.74134318034,1.47346059481303
DE122,1813.0,37870.0,72213.0,65265.0,63992.0,5.0,168854,159146,171.53,42.6666679382324,4.86078009555737,2.57499999801318,10.4261283228795,1.00661458571752,68.9033562342326,11009.4461669922,1.37253833518309
RO224,113.0,77395.0,83554.0,103655.0,106555.0,-4.0,186234,233317,4436.74,5.09308224228712,0.797822916148989,3.07684295185101,10.3330851620069,1.00310508099695,42.0242387728813,13496.6013136644,0.302909120910472
CH031,5297.0,25663.0,32259.0,46433.0,41071.0,3.0,97123,110422,36.61,57.7291679382324,3.33193981868249,2.38904321524832,9.98466427624226,0.986741897132662,72.5929780536228,11609.3389350043,1.27546294530233
UKF24,294.0,78308.0,68679.0,79530.0,85796.0,5.0,174618,173464,1362.58,20.3457601948788,5.20797453820705,4.64195942995595,9.39004286364013,0.979606487587386,54.080337748808,9642.92826693666,1.73703423121592
DE409,89.0,25310.0,20071.0,34653.0,50764.0,3.0,95239,98534,2128.93,9.49952108284523,3.43561805889562,3.118115288596,8.96281735518927,0.928280682973964,45.1993727017474,10280.2976336736,1.38501161336899
RO122,102.0,91383.0,85295.0,125388.0,105339.0,-1.0,202852,252886,5330.42,6.92247268264411,0.839881943409435,1.95314760281083,6.14786784343717,0.84018798742909,52.4397605632742,12959.3701581955,2.18521206875642
UKM91,25.0,18011.0,16662.0,17256.0,27233.0,2.0,55441,58764,4681.95,3.42403848411945,2.81053484519521,5.05305943145088,7.24651640490513,0.875838397969654,91.1781728232085,8748.86981307452,2.05909949943142
FRI23,67.0,57269.0,60642.0,61498.0,74789.0,-1.0,179767,218972,5522.44,6.43055556690501,1.22527893460183,3.08820335039726,11.1507051342573,1.02427875735821,81.3156694265512,12410.7640318259,1.59299321735606
DE40C,79.0,22270.0,19008.0,30134.0,44450.0,0.0,88869,94636,2223.78,8.05712368988222,3.83328704425582,3.25224697521363,9.06038871147916,0.933083689932166,45.5359195292681,10372.8720254131,1.82845478536736
NL211,252.0,67259.0,70941.0,68224.0,77586.0,3.0,157614,158203,1459.38,17.7642748620775,5.87922222570137,3.79484689867858,9.5322916543845,1.00596800943216,66.6677978833516,9638.0538223729,2.57715079019654
UKM78,428.0,33624.0,31659.0,36187.0,41419.0,3.0,79552,80547,423.6,33.9189818700155,2.4020925918801,5.15243056747648,7.98716245426072,0.884434802664651,101.447627226512,8617.85626898871,1.84662239816454
NL412,514.0,73816.0,94485.0,85719.0,102808.0,3.0,217669,211574,921.06,33.4901622136434,8.07127641794598,3.77553661844947,9.83850476958535,1.01199495566614,66.1949180256237,9843.60126564719,1.56545386519483
DE279,337.0,24452.0,30276.0,32958.0,39682.0,4.0,83157,83296,510.44,17.4990081105913,3.26363509240079,2.86553818980853,8.21828696317971,0.904425642763575,69.7081886132558,11139.7770131429,2.20617554382402
DE91B,166.0,15282.0,18799.0,19148.0,30271.0,0.0,60725,61467,715.14,12.9270833492279,4.00524305822673,3.64450953155756,8.7762225153856,0.92218387251099,53.8197337388992,9862.06234359741,1.32451200807417
CH024,222.0,27831.0,33057.0,35350.0,38683.0,1.0,81132,95330,795.7,15.8592171669006,2.21389799640804,2.89230322948209,6.84155093409397,0.819681071020939,104.539673416703,12069.2814850984,1.89942137110564
FRM02,38.0,27188.0,28850.0,33417.0,37344.0,5.0,80276,129305,4713.24,5.7230392067748,0.895135617949564,4.3816324055959,13.3979101148553,1.15750492321184,68.320050239563,15110.1154863406,1.8549458406013
DE26C,168.0,22147.0,25957.0,28973.0,38997.0,2.0,77054,78500,956.65,14.2748840649923,3.87169676320972,2.92532618298675,8.94844803150221,0.920427707108584,55.8896254337195,10624.6408210523,1.15351655254973
FRI34,62.0,72037.0,80895.0,74221.0,84955.0,1.0,202198,237778,6985.16,8.11111103337777,1.3746805548116,3.59758713969997,11.4858135765674,1.07744662002021,61.8373774771597,12194.827904316,0.797632336380406
RO414,72.0,52859.0,62635.0,78053.0,88652.0,-6.0,145255,191105,5485.18,3.85707887622618,1.09493055511956,1.91530016961918,11.164180115376,1.04644740829545,47.3690822637209,13143.0692437285,0.419683280608527
NL33D,934.0,64380.0,67773.0,67042.0,79687.0,-6.0,161330,142557,395.71,38.1305557250977,7.44356557526724,3.9417360941569,9.80890049537023,1.02176968455315,67.9874998092651,9864.77072957357,1.82952550677366
DEA17,2740.0,27742.0,35040.0,38119.0,49201.0,1.0,109229,110278,76.07,56.0680557250977,9.46797222848292,3.57685186465581,10.5550346771876,0.997471079230309,70.646990776062,9629.63782755534,1.46523968875408
DE94A,158.0,12637.0,14756.0,14586.0,24000.0,1.0,50409,52289,614.4,11.7751735448837,4.31369919137257,5.1189229786396,8.90127424697081,0.98157193561395,67.0255510648092,9535.99911702474,2.78846700636275
SE125,48.0,48256.0,49652.0,48690.0,53156.0,5.0,127512,135181,5655.15,9.76086962968111,1.38214351729386,2.85656199377516,5.451300834778,0.756236414087639,52.7544472925905,9529.0878518146,1.87324219574833
DE135,181.0,19985.0,23596.0,23718.0,32996.0,3.0,64050,66882,761.67,15.7248264551163,3.76516379356231,2.92237011150078,7.57444704208454,0.877939815598506,84.9735086229112,11193.2835919416,2.02016742588723
DE941,1244.0,11070.0,13452.0,13393.0,17560.0,5.0,39546,38861,61.65,45.2361106872559,4.63304181292186,3.61574071645737,8.94946464896202,0.958314515650272,57.4992764790853,9529.97310384115,2.21031745842525
CH062,34.0,5408.0,6549.0,6815.0,8134.0,2.0,15253,19855,1067.92,5.00925927857558,2.9735278576609,4.10903666722469,2.2707086887736,0.587123396687019,132.38755323948,12974.8750579051,1.32688175363824
ES620,130.0,253987.0,251560.0,336775.0,326033.0,1.0,540682,793812,11495.51,16.1175120294094,0.470939813733653,3.23941175643949,15.6954596744067,1.18078232018844,28.4782889474993,16726.3329993207,0.266684698233969
DE93A,64.0,11487.0,14084.0,14286.0,22816.0,0.0,47591,48468,1441.48,6.07711990256059,3.94112023731008,3.57405156449035,8.6406442951411,0.926170585056146,57.3189301314177,9755.98222633644,2.08013888835907
RO311,85.0,82361.0,89740.0,124031.0,130130.0,-4.0,218809,280654,6792.0,5.86467235669112,0.816009258327109,1.98386619101355,7.98495070702342,0.894374473947725,53.7184192690498,13055.807605826,1.52263596377124
DEA31,1163.0,14921.0,18913.0,20251.0,28383.0,1.0,58864,59323,99.29,46.4861106872559,9.46797222848292,3.5593460102876,10.3176214198271,0.99661168952783,70.8521415392558,9626.70255533854,1.75540125370026
UKC23,2021.0,46434.0,52562.0,48995.0,58993.0,1.0,126170,128789,136.64,58.3055572509766,3.6444461563306,5.38573495546977,9.08070019880931,0.959126164515813,54.8220485051473,9251.51967366537,1.20220348238945
DE949,112.0,48026.0,58323.0,59114.0,75703.0,3.0,140621,139758,2843.46,12.4699073938223,5.25834263151254,3.5307940898872,9.27501125888127,0.972206694687285,64.7454268292683,9535.54679039436,2.66627290193608
FRJ27,67.0,63069.0,56045.0,63987.0,80560.0,1.0,174944,209191,5771.62,7.81499568000436,1.31756944327995,3.68390580965922,12.0281223023549,1.06541150426253,64.7324430221166,13485.6182936448,1.40766059100861
DE252,1453.0,14924.0,25717.0,22886.0,22503.0,6.0,62577,64517,76.08,46.4652786254883,3.10359722287567,2.4781828324,8.71921301260591,0.916753480831782,61.2968756357829,10566.5421346029,1.55787036816279
UKI62,4490.0,81376.0,68245.0,87143.0,79520.0,3.0,161690,161509,85.41,53.6597213745117,6.08650206707561,3.95491898059845,10.1705441276232,0.992065966129303,58.1545139948527,9770.19930013021,1.76185464196735
UKE22,77.0,97914.0,90425.0,98122.0,140390.0,3.0,275951,293891,7940.15,9.75255850532599,5.46801262238396,4.89546984360542,8.35585102668883,0.925325774162272,78.0651326532717,9235.8616719187,1.84077901608603
DEG0B,100.0,15124.0,14584.0,21724.0,30740.0,-3.0,62529,64586,1235.43,9.53124997019768,3.52420023438279,3.71805969732148,7.38281662806514,0.853532989110265,72.4151787303743,10158.6986948649,2.17139116857873
FRJ23,219.0,244288.0,295137.0,286232.0,268816.0,6.0,637625,703119,6355.41,17.530809882661,0.932789914342343,3.26401721452169,11.9659814491333,1.08593180109769,73.7490019544887,13573.4596825936,1.04149604762775
DEA34,260.0,55494.0,66023.0,64126.0,89972.0,1.0,159023,161278,1401.87,15.5168128766512,6.88893634490669,3.57410299281279,9.55012153039376,0.988880202422539,66.0421874841054,9626.75494333903,1.97143716375593
FRD22,198.0,225630.0,225330.0,225196.0,245128.0,0.0,558527,633849,6245.49,18.1046873986721,3.43974037687605,4.76994809546048,10.3331817632486,1.05066697733312,63.295349455081,10643.9148217052,1.63143556335239
DE123,410.0,61108.0,72194.0,80415.0,107369.0,4.0,205938,206660,1072.78,26.1955125515278,4.86078009555737,2.62180822629195,10.0417690556019,0.990199875373107,70.1086181738438,10956.191788111,1.56976047527222
UKM71,119.0,40945.0,55050.0,47408.0,53775.0,1.0,127136,131760,2220.69,7.01641414291931,2.21913279896724,5.36760332319472,7.06015359088778,0.855782339142429,72.6861320919461,8610.76242506239,1.50689017847758
UKK11,4222.0,82205.0,129405.0,102567.0,73923.0,6.0,207898,200733,109.46,59.7638874053955,3.10998611383968,4.29444446166356,10.2443866332372,1.0221180493633,73.1895249684652,10112.7074686686,1.51493521034718
UKI53,6153.0,123644.0,113282.0,148901.0,106608.0,4.0,222020,208443,94.01,63.0,6.33418005052274,3.89872688055038,10.4595485925674,1.00949074327946,50.9421300888062,9709.90791829427,1.26325401067734
DE40B,90.0,12816.0,11570.0,18141.0,27202.0,-3.0,58268,63383,1207.11,10.4727182728904,3.88217593072741,3.46623906934703,9.12888378086845,0.936287620829211,50.4078255759345,10371.1245077628,1.89143270138622
DE935,138.0,26067.0,32334.0,32991.0,43676.0,3.0,90019,89994,1307.49,9.6416667163372,4.04368500647635,3.4520801073975,8.81823558608691,0.935472610372084,54.8878278202481,9742.17030504015,2.16135886907578
DEE09,101.0,24615.0,24737.0,34841.0,52384.0,-4.0,112468,125735,2082.13,10.6815843582153,3.81874421561758,4.23681353358017,7.92540908138128,0.889024377811229,59.3188857319711,9960.61150386416,1.13066711060912
DEA42,376.0,53573.0,63440.0,65289.0,87476.0,3.0,163566,165121,956.18,19.9684342471036,5.39314236124908,3.47604167064031,9.38376539150874,0.957703698343701,67.4349922604031,9638.81110093858,1.97844750039718
RO415,61.0,46525.0,52206.0,65988.0,77558.0,-4.0,136996,184297,5737.85,3.51741292149718,1.01300925864942,1.69751911909108,8.11054918112611,0.89597616351889,59.0362739010134,12991.4183040011,1.70202732824034
DE239,101.0,19342.0,25003.0,26796.0,35920.0,3.0,68975,69134,1441.57,10.968316078186,3.0058101873155,2.55243359845981,7.67476245671053,0.877905698852581,60.5859530766805,10546.5238668877,2.39455877979037
DEF0F,318.0,34690.0,33960.0,42394.0,60265.0,4.0,115327,114370,755.28,24.1231060028076,4.4416713009278,3.66649304937433,8.49461160544996,0.937592595263764,65.9269549758346,9653.4374706127,1.93589129492089
FRI14,61.0,53066.0,46469.0,53801.0,67119.0,0.0,151192,184028,5368.13,7.29625896088058,1.00515740632459,2.46587450924467,12.595438658214,1.14576569468272,80.0857428566354,12855.0571349097,1.04106243014588
DEA5B,227.0,41993.0,49841.0,51766.0,73303.0,2.0,140211,143361,1311.05,15.2528593680438,5.41547685282098,3.63951184352239,8.76156728714705,0.938047724903799,75.8208402932859,9721.14865830365,1.35687642533551
DE934,39.0,5869.0,6549.0,7033.0,11605.0,-1.0,24373,26471,1217.47,3.08723956532776,3.47287473083516,3.39756602633233,8.89633714670644,0.930421429814077,49.2594636655321,9850.06480317957,2.06356064749487
DE24B,109.0,8442.0,10871.0,11732.0,18293.0,-1.0,35883,37138,650.21,10.7986111111111,3.10359722287567,2.91245659937461,7.64158708105485,0.876406972296536,67.8373843431473,10307.1149571737,2.10069444504651
SI033,68.0,10180.0,9768.0,14509.0,15919.0,-1.0,28540,26805,1033.32,5.91666669799731,1.62810185110127,1.917145406658,7.8823284918273,0.853874158001307,102.320864764127,11676.5987585819,2.69364256554462
DEE04,36.0,10780.0,9873.0,14232.0,21696.0,-3.0,40829,45044,2273.09,3.90907116420567,3.63342592981127,3.50332099583841,8.97987229256861,0.92739620195922,47.4161813284761,9901.17422452537,1.64935945524714
DE939,167.0,29015.0,33323.0,35427.0,47701.0,3.0,97444,98546,1193.17,13.5314327039217,4.27412283244041,3.8903682132562,8.78326830329994,0.955594254347185,64.3471860488256,9573.16830126444,2.7077743438574
DE111,3076.0,83654.0,129984.0,149217.0,127664.0,5.0,333253,316697,205.06,52.3715286254883,5.13768056024004,2.57708331942558,9.17204865564903,0.939716426034768,59.8220488230387,10916.2105000814,1.58081652522087
UKH12,215.0,115676.0,122300.0,123815.0,135118.0,3.0,276239,281761,3013.41,17.0057292222977,5.25272577958192,4.36205770903164,9.84623292088509,0.992099173721813,47.7067763124194,9627.9285573808,1.09074407683057
FRD13,46.0,45163.0,39899.0,43762.0,57325.0,-2.0,127270,164492,6080.13,6.65728224149427,2.27553475068603,3.89657021045685,10.2429760914379,1.02125663253996,62.8355401060316,11247.9862437608,1.70242518671488
DEB1D,104.0,13369.0,15936.0,17058.0,25293.0,1.0,47678,97673,978.93,11.591880431542,6.19309722670802,3.3773281620099,8.31588768189212,0.902756858712588,62.0777688148694,10384.1470415164,1.35561573079654
ES220,62.0,100166.0,99003.0,134600.0,145749.0,2.0,256932,320820,10408.85,8.93846624389939,1.17267619042169,3.45799225199539,11.777025457087,0.999251321243853,65.087010383606,13804.5290556151,1.03667456248192
DEF0C,98.0,27551.0,30432.0,31575.0,48588.0,2.0,95587,99078,2000.18,8.10802473845305,3.1898956194195,4.83175527775425,8.29507832554565,0.949099052226406,71.145084260524,9524.47416423929,2.48253780979294
FRJ12,127.0,126942.0,115352.0,126798.0,154369.0,2.0,331366,418651,5859.89,15.5538194526453,1.518379629155,4.10550898810228,13.1656621086101,1.08182136754633,66.8269401625091,14245.5366719564,1.53610338782712
ES130,108.0,76793.0,75477.0,122362.0,136001.0,-2.0,238583,363405,5320.99,12.3374775186662,1.29238536190931,3.17552002200059,11.4241273865863,1.04207057975942,79.6741089480264,13016.6176881336,1.46022073723262
SI044,110.0,16132.0,15204.0,25301.0,25046.0,2.0,47547,55218,1037.38,14.0914352138837,2.52466666649722,2.14332287924157,11.372828234401,1.04822498477168,124.925121545792,12230.2870212131,2.50742314033902
UKM50,76.0,79867.0,93278.0,102006.0,102445.0,1.0,223513,238572,6437.32,7.7203798662415,1.36741182320251,5.30392604167001,7.08938774852115,0.852509320095966,73.1806589528134,8511.75422438237,1.73010637002637
UKK13,240.0,108275.0,104877.0,112140.0,138815.0,5.0,283219,291224,2628.82,15.4941077232361,3.71289236179932,3.91479000818162,9.62595899105072,0.982186672942979,66.0963790802729,9871.5967023577,2.12489567801521
UKG32,1216.0,39754.0,35513.0,37412.0,46318.0,3.0,93957,92339,176.0,46.4652786254883,4.79300925808924,4.30829475323359,9.25700227419535,0.975532409217623,59.8647761874729,9591.57866075304,1.9612371981144
DEB35,2213.0,27058.0,51249.0,46787.0,41639.0,6.0,114204,117329,96.54,42.4652786254883,5.74220602236412,2.77424768937959,10.2346064680152,0.971751546694173,48.608989238739,10437.348385281,0.645833338797092
RO211,88.0,101679.0,103837.0,111405.0,118287.0,-3.0,219727,282485,6574.66,5.87409812308751,0.804060184831421,2.70215639745196,8.2025940354603,0.917590855124096,45.5545645455519,13076.6257848104,1.93557184213986
DE27D,105.0,18871.0,23201.0,24871.0,31648.0,3.0,60212,60259,1260.51,10.7411265903049,3.93198379940457,3.11618327977611,8.24412105828364,0.898985222128092,63.5131059908399,10944.8172332165,2.07426385482152
UKK24,2435.0,64198.0,71955.0,75072.0,78718.0,3.0,183058,297207,161.26,52.9305553436279,3.39820046177617,5.26170881589254,10.4018987814585,1.05638185640176,68.3354431788127,10356.8662109375,1.48695481524748
DE24D,121.0,8628.0,10801.0,11171.0,18068.0,-1.0,38161,41056,598.78,12.0734127589634,2.98965277945002,3.44529803593953,6.60067998679976,0.837766927666962,67.2011717557907,10246.5404256185,2.14538530380495
ITH20,87.0,77944.0,84723.0,99896.0,125822.0,1.0,233986,339975,6165.11,13.0036599311877,3.29154534514517,2.05696292642366,5.72492445433616,0.721456965914479,49.4396701101904,12719.4997937238,1.7924705575726
DE145,144.0,29325.0,34311.0,35401.0,46165.0,4.0,85851,88574,1344.34,12.5520834525426,3.11771372885532,2.99283769668317,7.70003743311071,0.882744759759482,72.1369827494902,11106.1664093616,2.03745894772666
RO114,73.0,72763.0,79576.0,102537.0,95913.0,-3.0,157807,206105,6243.46,4.4434259416163,0.799226850202238,1.72428365628999,6.78155109177077,0.828549252772653,74.1870072983407,12184.328922581,2.45459224793871
DEA32,2477.0,37452.0,45812.0,46726.0,58470.0,1.0,134372,138840,103.57,59.7222213745117,8.04720833823085,3.49195601542791,10.3820600310961,0.9947280138731,74.5162035624186,9585.0976969401,1.37490474094044
CH012,66.0,50223.0,62745.0,67311.0,77280.0,5.0,149720,255191,5176.58,9.8174282968525,2.43225873178961,4.18285449842612,1.12701706389862,0.531620276010325,87.332026620065,14068.8242069367,0.928472009551746
FRE23,92.0,98849.0,106620.0,101384.0,112783.0,0.0,247452,296826,6133.34,12.6571296755473,3.34147312339916,4.39753736848505,10.0334976437764,1.03491727370992,58.4093730307033,10565.828041794,1.09199018453436
UKF14,4479.0,59388.0,109060.0,60812.0,52707.0,6.0,143095,138443,73.64,61.9305553436279,5.62293981832487,4.28987270593643,9.38535865147909,0.964259261886279,55.5445601145426,9418.89475504557,1.66941400936672
RO223,95.0,108889.0,105814.0,154515.0,137259.0,-2.0,240851,297762,7064.61,4.76529535009891,0.798481480735872,3.62639034915174,11.3418370014908,1.10353043188269,37.5374079423073,13464.7379640759,0.213368412853777
CH013,2041.0,78674.0,93192.0,114020.0,108257.0,6.0,202747,233757,244.18,38.6435190836589,2.03290710501332,2.29751156767209,9.83549383117093,0.959598768088553,84.8445205688477,12377.3830837674,1.3348196262405
DE249,107.0,11204.0,14066.0,14580.0,24115.0,-2.0,48218,51578,881.7,13.9743056297302,2.98965277945002,3.6295086181525,6.727251658837,0.840047873556614,71.9464962699196,10183.3810591264,2.07421344977159
UKM75,1979.0,74631.0,125411.0,121355.0,95039.0,6.0,253440,252497,260.18,47.0680561065674,2.74400462803465,5.09314862887065,8.37305942674478,0.905556755761305,62.9680139223735,8718.03135935465,1.29708827695539
DEB18,289.0,25062.0,29443.0,29435.0,43949.0,1.0,85177,107753,619.11,21.2378468513489,6.4097708373434,3.17694280828748,8.92762070326578,0.938929391758783,72.4543651399158,10055.5123131162,1.93595679127981
SE211,31.0,66241.0,67717.0,64631.0,68082.0,6.0,161101,170212,11626.73,7.86511905095407,1.4547361102783,3.17078527883712,5.72720380921488,0.791701116626374,60.2719602464003,9675.2429205465,1.81410632203404
UKH11,592.0,44902.0,35668.0,45004.0,37987.0,7.0,85218,84154,338.9,30.1597221374512,5.25272577958192,4.44168112675349,9.80412324766318,0.988204567382733,48.758101940155,9560.36641438802,1.12344534010501
DE21D,88.0,11120.0,14269.0,14618.0,20830.0,4.0,46766,47863,1002.81,7.11742423881184,2.61849567562054,2.68708333571752,6.31778935885523,0.762653932637639,107.997800954183,11716.1945380317,2.04632121419653
DEB17,261.0,28615.0,33735.0,36974.0,51916.0,2.0,101446,32704,807.52,17.4413582483927,5.13212963199174,3.1285774418802,9.15195182592354,0.937047033147378,59.6135838537505,10181.5440498121,1.10067394337097
DEE08,127.0,20991.0,20043.0,29985.0,44343.0,-3.0,93924,104251,1401.4,14.2035819856744,4.04913889544981,3.37239583542472,9.04218752181419,0.923794163031536,47.4888826922367,10091.0884538617,0.964173499216028
DEF05,93.0,17115.0,21288.0,20201.0,31983.0,0.0,66353,69710,1412.08,9.04128097163306,3.42648665794574,4.80978702079682,8.56358471725668,0.966378689521835,69.7453322032141,9554.23737880162,2.50181243883683
DE926,103.0,8645.0,11089.0,10618.0,16947.0,-1.0,36274,38669,685.31,8.3423611164093,4.32548495457956,3.77451131961964,8.38679908429859,0.90879307852851,74.4580763004444,9776.63463564272,2.45571659095045
DEF09,492.0,44044.0,47846.0,55372.0,77027.0,4.0,154347,153527,630.41,22.8527778625488,4.28731495208446,3.65081019344784,8.74993387503284,0.950059526023411,66.0663030715216,9581.27659388951,2.40709428927478
DE916,143.0,15123.0,21852.0,20551.0,32610.0,0.0,76652,81165,953.4,11.8379629850388,3.88051697755301,4.69737803171842,7.40260415877669,0.867413190503915,82.6399571100871,9863.54712383564,1.65972222149372
NL411,501.0,95999.0,113970.0,110601.0,143526.0,2.0,288574,285320,1257.55,33.8116829255048,8.07127641794598,4.0788092285979,10.0766237833921,1.02873434418557,66.668028457492,9904.19665407667,1.52912436876186
UKI52,3116.0,105011.0,89776.0,102824.0,88057.0,7.0,194784,178047,150.25,60.7708339691162,6.33418005052274,4.13194444775581,10.2667245268822,1.01995948205392,50.7537617683411,9764.60684204102,1.23911300727299
DEF0B,125.0,37404.0,40857.0,43474.0,68398.0,2.0,132913,135449,2156.76,10.2060185750326,3.50283953979658,4.46796912948291,8.41599656707711,0.949640789793597,70.6490265952216,9553.5536851671,2.62988310648223
SE214,19.0,9217.0,9871.0,9387.0,11734.0,4.0,27798,29170,3146.79,3.17763886965811,1.52794377334625,5.43349345229196,6.86047611549886,0.873801893799018,46.6313455527556,10330.83232463,1.81801205132481
DEC01,800.0,40173.0,57893.0,57308.0,74817.0,1.0,175686,177430,406.46,35.8388889312744,4.09521065056324,3.33077739344703,9.28564818369018,0.947582944399781,77.3804977205065,10886.9585164388,1.76276920391963
UKC11,978.0,54266.0,51717.0,53791.0,61323.0,2.0,127966,131141,295.8,47.6371517181396,4.75541752671584,5.05294040176604,9.1200132270654,0.963852681219578,57.4994826316833,9247.12954881456,1.18912079545759
RO121,52.0,48136.0,50796.0,65858.0,70284.0,-3.0,114314,153401,6207.83,4.69101979512058,0.812893517425767,1.59639528570207,7.36300330538621,0.864719173985354,57.8915691919494,12725.9487149423,1.66957043571622
