CODE_NUTS3,COVID_Mortality_R
UKK24,28.6931768128928
DE24D,55.9131573205324
ITH20,74.7828527534862
DE145,13.2920937603844
RO114,14.3680350405897
DEA32,7.70508034472529
CH012,30.1404719881988
FRE23,40.853684195761
UKF14,50.9290049670759
RO223,6.26222625125245
CH013,26.5020484290064
DE249,33.4843617566733
UKM75,82.4739889727086
DEB18,2.7590773645293
SE211,50.0519876999314
UKH11,43.8408527784756
DE21D,20.2983862782909
DEB17,7.4986760150161
DEE08,1.6687433250267
DEF05,3.75917238060868
DE926,9.82263134261338
DEF09,14.9907344503025
DE916,19.6081279321414
NL411,34.3492772535635
UKI52,68.3803976193491
DEF0B,5.13473169193077
SE214,10.1010101010101
DEC01,34.7108041945266
UKC11,71.0768484252036
RO121,13.5352130873206
UKM72,58.8762379256799
UKJ35,53.5816526050838
UKM93,71.8634751913069
DE501,9.33170879434322
DEB3G,1.41928524794913
DEA2D,18.5861195971684
DE931,8.38907406993132
UKF12,70.9854097145621
FRG03,15.7203352361489
DEB36,3.75100808342242
UKI75,63.1868656134109
DEA15,19.0677400533134
FRC13,36.7068503705211
UKM95,98.4791822488158
DEG0M,4.46020383131509
DEE01,2.46545284205076
DE25C,26.3874522387114
SE331,11.4621232289171
DEB1A,4.92125984251968
DED21,1.80451019277582
FRI21,15.3342450992582
FR106,61.5913097193136
DE71C,12.4547101449275
DE125,4.3338554597292
UKN12,26.8436050273254
DE21I,18.5469495419934
FRJ14,1.31966163875582
DE928,4.43082843832287
DED2D,9.43073712999092
UKH16,65.8539514307739
UKN06,47.0093902707973
DE21J,16.4561326521017
UKD41,59.3503470995019
DE232,6.54403151605578
FRG02,1.71418846032817
DE229,15.4342821129532
DEB3I,3.24763896647138
DE27C,9.73405179906136
DE13A,20.4759787517843
NL126,13.2494554473811
DE277,30.3363146608086
DE938,1.43950135673003
DEB1C,1.6307627077184
FRF12,108.983463628244
SI042,2.94074400823408
RO315,19.5333864641445
FRK12,6.26195860149591
RO321,14.598676864072
FRJ22,8.62468600752504
UKN07,27.2949754113908
UKN11,20.1819062483182
UKH37,90.7064172058052
NL32A,45.214245965498
DE71E,4.24423274066432
DE231,9.45112586536871
DE242,14.819205690575
RO222,19.0446802663362
DE711,11.3131414708341
FRF32,55.8229275060701
DE243,9.69438452776229
DE21A,7.94252500090256
DEB39,9.61538461538462
DE131,34.6216930873462
DE11A,30.2103974971454
DE21B,25.5699031123019
DE261,1.42352807197358
FRJ28,2.67003345170482
UKM76,87.2422178085497
RO313,24.4440506236288
DE804,0.0
UKD46,56.1948886564041
DE911,7.29438939882074
UKF25,73.6695761849479
CH040,26.3001522916549
DEA56,4.63784606061356
RO221,16.8740336172074
UKJ46,44.0848364291282
UKM64,0.0
UKD73,80.0187431290212
DE736,3.18558586109571
DE716,7.07489960380562
UKJ37,51.9295056960177
DEA19,8.18490326073954
DE717,5.49104593442959
DEB3D,8.02160485574481
NL323,34.6958581190822
DEA51,7.67335618897284
UKI61,74.0023908464735
FRJ13,10.609698290983
FRF23,48.2510746430037
NL414,53.9482226125653
DE93B,5.85484378544925
FRD11,12.2731453472506
RO216,19.1505150690615
FRJ25,12.7944169816807
DE275,14.9565139357319
DEA2C,8.83641134995357
UKJ27,33.178500331785
DED41,2.43610304715889
SE332,35.1919762294197
FRF11,60.8840146227983
DE248,3.43698713707564
UKD12,82.568670233434
DE271,5.40843851619489
DE224,12.5698675135964
DEE0E,2.39614699563102
FRF24,52.0110957004161
UKJ28,62.6946964205247
UKJ36,50.8658926152464
FRL04,28.540338237335
FRI31,3.7081619496945
DE94G,5.61854569563214
DEA43,3.18915686665338
DE267,7.08123355088456
RO226,31.4595682252131
DE925,3.25533784981318
FR103,40.65484178317
UKC22,69.9295050583496
SI037,12.5300198391981
FRF22,44.2546483532102
DE253,29.72581843783
NL213,18.9271761126419
DE803,0.966417008939357
UKF16,57.4029974594911
SI036,0.0
DEB3F,0.948442657156948
UKD74,93.4013770558288
FRF21,22.4389660124461
UKD35,105.5834445159
FRD21,13.9928521218926
DE40I,1.67790865465284
SE213,25.3248318145242
UKM94,98.6436498150432
UKH24,98.1133382197623
UKH36,71.4484058269451
DEA2A,6.61842569714084
ES230,120.766740325813
FRK22,35.4133593845402
DEB3A,2.92928701154139
UKC12,93.0985340561599
DE254,10.2148589578531
DEG01,0.935873919065623
DEB25,6.05416459255472
DEB34,1.18216584604654
DE94B,13.2818783527519
NL133,16.464724328127
UKD71,82.7165679986488
DE914,2.28473511352278
FRJ24,12.1348978558163
DE942,0.0
DEE07,7.60812313454673
DE12A,17.0829853465948
DE227,19.5064245353066
DE148,2.4570887009021
UKK41,27.9437198377754
DEB33,4.30941607412196
DEG0G,4.88645109273262
DE127,16.074810771521
DEG0P,1.67324810922964
DEA54,21.2195666741121
DE247,34.4510794671566
RO213,14.1217780718048
FR104,42.103634112592
FRK26,35.4975538476699
DE124,7.35660038513967
NL325,31.2931004508524
UKK25,26.3499750992735
DE264,24.0705611306286
UKG13,77.1678530862806
DE263,40.8483896307934
SE122,85.623102669884
UKM62,10.2029909339138
DEC02,1.92925424677091
UKD62,95.6027925393352
DE22B,28.8511281785984
DE276,4.35973350138124
DEA47,11.1164150215462
DEE02,5.86667560636283
FRK27,17.3011977042464
DEA57,6.92246455121278
DEA16,8.18909797085851
DE91A,8.99287314803019
UKF13,70.6499798142915
DE723,4.07045373929325
DE132,26.8823311145945
DE226,28.6331359010439
DE141,28.5920507125348
DE948,0.0
UKE44,54.9168980366062
DE94D,10.7983864125446
UKJ43,76.0225026607876
UKM81,117.117316948739
DEB38,1.9607074232383
DEA33,4.11729867201282
DE944,10.9682530010359
DE927,3.29147672103089
FRB03,37.732202594319
DE91C,24.1738805810299
FRK23,24.6808838841541
DEA1B,11.8812898585163
FR108,58.5473989315501
DEA35,11.4077636676416
UKK42,34.3461802662925
FRJ15,7.45792487383677
UKD42,92.8332714444857
DE21F,10.9997800043999
DE235,16.3993315320099
DE11D,13.7569184502671
DE22C,10.345327015787
ES640,2.37871525589029
FR107,87.9774205592503
SE313,56.5265482865826
DEA1E,12.4080712826928
FRF31,49.816973803096
DE94C,3.55504994845178
DEG07,2.37744282250012
FRI15,3.96722776001505
DEB3E,4.66704521588973
DEA14,11.4810055594562
RO314,4.89128185447308
DE40G,0.0
NL224,44.3166010808327
UKJ13,47.1715428949011
DE40E,17.8190429298258
DE27E,4.50013178957384
DE11B,8.33043030459082
DEA46,4.19247998090809
UKE31,86.3121501879767
DEE0A,1.47199528961507
DE21K,76.064521061081
DE40F,0.0
UKG33,55.4903080520208
DEF08,0.0
DEA13,7.87950523558864
FRL06,7.25902686548138
SE124,56.4298702112985
SI035,21.1543207700173
DE138,5.9506515963498
DE407,2.93063194193441
UKI63,71.1020822752666
DE943,1.19973126019772
DED2F,0.817674859768762
DEB21,0.909363718206371
SE123,56.870398200906
DE21E,8.33180583559681
UKC14,93.523541776044
DEE03,2.10177642143139
UKJ22,42.0465016416028
UKD61,73.0311235885787
DED45,16.3818740863955
DE732,6.30034651905855
DEA2B,7.77495052304213
DE715,1.11319319467894
DEA38,7.57548428988853
UKG37,96.0355786067873
FRB01,28.3104961997322
UKE45,73.7264261903806
UKE41,74.251939416328
DE917,2.17708401367209
DEG03,2.69820569321401
DE300,6.16846571151887
UKI72,116.352644473699
NL226,31.3854592379664
UKJ34,51.1831726555653
DE223,100.204584359734
SE221,10.0219857311978
UKM65,8.99563711599874
RO423,29.6658686374519
FRC21,28.1348101640704
CH021,3.17225335730147
DE216,7.83392087739914
PT170,23.4182073397444
FRB04,15.2614382838923
NL423,73.672569301882
DED42,12.7593788853051
UKH35,86.2272200279673
UKI42,37.5011234840713
DE408,3.73229492594505
DE936,0.0
DEA23,10.5735847946334
UKF30,35.0299000532664
DE214,49.4760041379931
DE134,29.0105303546069
DED43,2.94128220295501
UKK30,24.9423100067501
DE274,0.0
DE929,10.5184006815228
RO312,9.84601535275108
DEE0C,0.526498678488317
FRI22,12.7758519363933
UKF15,51.6530005792664
FRL05,13.3559023349642
