CODE_NUTS3,COVID_Mortality_R,POP_DENS,POP 0-14,POP 15-29,POP 30-44,POP 45-59,POP_GROWTH,HOUSEHOLDS,DWELLINGS,SURFACE AREA,NTL_avg,NO2_avg,WIND_Avg,Temp_mean_over12yrs,PRESSURE_avg,PRECIPITATION,SOLAR_RAD_avg,LAI_avg
FRG01,11.8884943152017,205.0,269023.0,263830.0,279098.0,275989.0,6.0,627009,729056,6912.24,16.3606877036211,1.60141622955729,3.88827169068858,11.8796983554832,1.1313910927528,64.9882529250577,12248.2482897115,1.09741433590057
FRG02,1.71418846032817,114.0,150055.0,148458.0,145600.0,157047.0,1.0,354610,390930,7108.02,11.1921026651249,1.95034722194627,3.75892178396161,11.5470616201336,1.08480623046334,61.3575349086233,12086.2369926538,0.986579866892752
FRG03,15.7203352361489,59.0,56729.0,47814.0,52194.0,61472.0,0.0,132735,155485,5161.02,7.89056901008852,2.32684802297936,3.76683653875064,11.1242924954302,1.05671100430591,63.7151564577574,11629.0373915806,0.988248808600356
FRG04,15.6561343580985,90.0,101435.0,90828.0,95375.0,112132.0,-1.0,247856,289186,6183.74,10.1516203819177,1.79640740506627,3.96004166338179,11.1287168206109,1.05993526664045,57.7710184945001,11596.0873640951,0.866591596871564
FRG05,6.31959824991219,100.0,117254.0,96385.0,117850.0,135745.0,3.0,296187,416816,6744.91,14.5368394502779,1.56801851891257,4.1322348422139,12.1048400698835,1.14953562177183,64.3886091256444,12567.3405638103,0.899548754976771
FRH01,6.69731805898328,86.0,98266.0,82806.0,94807.0,120726.0,0.0,273647,363460,6913.33,9.91771642136019,1.4361005052451,4.60608528246955,11.088291196123,1.10196169501259,79.203984169733,11431.9963056776,2.01669200980645
FRH02,4.85445462408869,134.0,147371.0,146391.0,154279.0,186093.0,0.0,422128,537186,6715.56,11.5259803715874,1.13896551434311,5.39827329574255,11.282101042663,1.14008776535465,89.1404415364004,11364.9519277323,2.00696301248051
FRH03,8.24740739505174,158.0,199761.0,211358.0,205536.0,209535.0,4.0,472950,537773,6775.47,14.9520921043203,1.77453990525483,4.00685598382763,11.3621652504977,1.10013365967601,63.7373571470672,11682.2603668811,1.52308058946632
FRH04,12.7564579568407,109.0,124071.0,108555.0,124915.0,155684.0,2.0,343433,459041,6822.4,11.5845189617901,1.21779166513847,4.24438971532259,11.7540315111021,1.14000738517763,75.5139892512354,11840.9548856655,1.81870586340244
FRI31,3.7081619496945,59.0,54092.0,50674.0,57137.0,73640.0,-1.0,162447,195968,5937.7,7.60465570843556,1.34127083283815,3.00477640352387,12.1914276345341,1.1001897972563,72.0435620736385,12527.5171550069,1.10087096682929
FRI32,7.88108524089078,93.0,95966.0,90914.0,102839.0,130296.0,2.0,304556,427310,6882.75,12.5522526822439,1.30080008393406,3.76262433980227,12.6335980906899,1.17305733588497,69.8430608977016,12701.0150013362,0.873584594648735
FRI33,5.86035311291302,62.0,65613.0,54197.0,64583.0,78381.0,1.0,166720,192446,5994.28,8.3275793501309,1.63101543189015,3.57930767284313,11.5729101560485,1.08299230570804,68.7673530623387,12411.025980345,0.744381540643525
FRI34,9.13183632096578,62.0,72037.0,80895.0,74221.0,84955.0,1.0,202198,237778,6985.16,8.11111103337777,1.3746805548116,3.59758713969997,11.4858135765674,1.07744662002021,61.8373774771597,12194.827904316,0.797632336380406
FRI11,3.41569217782094,44.0,57730.0,51438.0,61649.0,87115.0,-1.0,192209,256710,9178.27,6.4957010887918,1.07342592509532,2.48546841769264,12.4251519227639,1.10332671161263,78.8415519702129,12676.943250216,1.34407563335968
FRI12,10.1518657591104,160.0,275364.0,308154.0,314651.0,322356.0,6.0,735252,842290,10125.82,12.7024065924102,1.34895833253309,3.09080584904422,12.7126109147417,1.19233489256838,76.3918496698573,12755.1963792884,1.17720769067945
FRI13,0.243834046547919,44.0,63912.0,54518.0,70853.0,87399.0,2.0,184668,252070,9333.94,7.49145297401656,1.03571296257001,2.65992419114189,12.9997310029136,1.18845017599681,91.0383055732364,12787.3074586899,1.29227144078564
FRI14,3.63078542965807,61.0,53066.0,46469.0,53801.0,67119.0,0.0,151192,184028,5368.13,7.29625896088058,1.00515740632459,2.46587450924467,12.595438658214,1.14576569468272,80.0857428566354,12855.0571349097,1.04106243014588
FRI15,3.96722776001505,89.0,105432.0,103569.0,119375.0,142858.0,2.0,313694,399692,7673.01,8.943464053729,0.689167958159163,3.08816158963016,12.444420627165,1.07912969083551,102.408409245043,13077.7507196756,1.46945262433349
FRJ21,1.31122606192921,31.0,23487.0,20788.0,24780.0,32188.0,0.0,71043,108491,4912.28,6.83294756489771,0.761450666109721,4.33681305911806,9.3356085122494,0.910943929105997,85.2029320340098,14127.7358858085,2.2924982801221
FRJ22,8.62468600752504,32.0,41905.0,37283.0,44104.0,58251.0,0.0,128816,179739,8746.97,4.99221382583633,0.874462960853621,3.86109527558611,10.5537932482336,0.961420565007026,64.7166605397275,13453.4395145885,1.2847757778085
FRJ23,5.95119873633824,219.0,244288.0,295137.0,286232.0,268816.0,6.0,637625,703119,6355.41,17.530809882661,0.932789914342343,3.26401721452169,11.9659814491333,1.08593180109769,73.7490019544887,13573.4596825936,1.04149604762775
FRJ24,12.1348978558163,30.0,28156.0,23707.0,29261.0,41370.0,0.0,86996,109293,6289.93,5.50039125412283,1.00135548845742,2.79260563430652,12.6794878188433,1.14571246497788,89.0339071426033,13130.4284049021,0.722311415332632
FRJ25,12.7944169816807,33.0,23341.0,21432.0,24948.0,36241.0,-1.0,81935,117222,5206.28,3.918549902674,1.1162391965266,2.70828317701817,11.9558448778258,1.07377691020568,69.8263502703773,12960.591978285,1.48388648304072
FRJ26,11.9781731067832,50.0,32034.0,31319.0,34696.0,47707.0,-1.0,106492,160664,4518.44,8.49985831367726,0.646982141655116,3.89772489686417,9.28188884336337,0.894524894216481,100.269437621622,13783.4646682241,1.57125623223885
FRJ27,5.92443003119341,67.0,63069.0,56045.0,63987.0,80560.0,1.0,174944,209191,5771.62,7.81499568000436,1.31756944327995,3.68390580965922,12.0281223023549,1.06541150426253,64.7324430221166,13485.6182936448,1.40766059100861
FRJ28,2.67003345170482,70.0,48241.0,38513.0,47282.0,53522.0,4.0,111643,129942,3721.66,7.97900131415753,1.16136342480227,2.80247289911518,12.6251651610785,1.13674063338497,66.0706865574286,13146.0929788729,0.95738366498362
FRI21,15.3342450992582,41.0,35467.0,34520.0,38340.0,49483.0,0.0,113263,153242,5867.21,5.58710322380066,1.02599073997526,2.91771173681699,10.5757369860715,0.985723804171179,76.8081087084378,12697.0601504457,2.0703856884423
FRI22,12.7758519363933,21.0,15431.0,14299.0,16847.0,24981.0,-2.0,57029,88250,5561.29,2.03205128283455,1.23413888819826,3.2928915869708,10.3976571299512,0.973211542750248,71.5419297748142,12358.3183735549,1.49550251416334
FRI23,6.72162265348153,67.0,57269.0,60642.0,61498.0,74789.0,-1.0,179767,218972,5522.44,6.43055556690501,1.22527893460183,3.08820335039726,11.1507051342573,1.02427875735821,81.3156694265512,12410.7640318259,1.59299321735606
FRK21,16.0202373741458,113.0,128604.0,105598.0,127627.0,137623.0,5.0,271426,308213,5745.4,17.2731135994641,2.22874218301719,2.94352271274668,10.1405822363714,0.972547974599444,87.2791448998566,12418.8055257751,1.38417828365257
FRK22,35.4133593845402,59.0,53544.0,44829.0,54321.0,69815.0,2.0,145965,201082,5543.87,8.45865884562954,1.73164583323351,3.76756871251202,10.4527116385461,0.943865281051744,78.7186029979161,13525.5271122039,1.43343275737571
FRK23,24.6808838841541,79.0,95640.0,78629.0,92893.0,104478.0,4.0,227578,268819,6533.34,9.87574074149132,1.86841358055395,3.52206348720051,10.8456746105936,0.950999338641053,82.3823246910459,13932.4968104771,1.34669698522718
FRK24,12.1009743261616,161.0,238127.0,228014.0,236436.0,254823.0,2.0,542447,639166,7837.52,16.6902174138181,2.36731944694011,3.31611496585387,8.89634967837051,0.87596161129574,92.482220893436,13364.2408750181,1.44097212804283
FRK25,32.4874798754472,159.0,137851.0,128440.0,131184.0,148152.0,1.0,338236,393846,4775.51,15.1783191597058,1.82678703721613,3.29899516069528,9.80739583235347,0.929790507347295,68.4129630002109,12560.8075813062,1.27809531698304
FRK26,35.4975538476699,579.0,356062.0,399413.0,372681.0,343274.0,5.0,827273,903646,3238.26,28.8525795391628,1.94159027718663,3.19607264179367,10.605907492541,0.983505066182162,71.8362112045288,12487.0504238369,1.10456199299645
FRK27,17.3011977042464,69.0,73939.0,69478.0,80245.0,91375.0,2.0,195429,341340,6233.63,14.1529706352287,1.05712345568118,3.38072101359076,4.7413528771249,0.671258883279674,110.213998055794,13935.3783033487,1.59553786827738
FRK28,20.5606442816159,181.0,159515.0,136737.0,179164.0,171532.0,6.0,360963,500246,4573.82,22.7775055006439,1.93583750118319,2.93263245732696,6.56509236550464,0.770818220658435,108.388867413556,13062.9167393814,1.73804280706392
FRK11,12.3039987996099,45.0,49796.0,46582.0,51358.0,69205.0,-2.0,160620,206793,7325.59,5.66821898327154,1.60831481361831,2.93920294890243,10.5741527542639,1.00684086275235,61.7128328794844,12200.9346087166,0.832499999293575
FRK12,6.26195860149591,25.0,19912.0,18190.0,22357.0,31092.0,-1.0,67963,100979,5747.14,5.32209968172452,0.875231480674335,3.67312710062422,8.57755770745471,0.879329404746643,72.067085810382,13058.2263251411,1.60879629586244
FRK13,7.92438376910107,45.0,37400.0,32386.0,37759.0,48619.0,1.0,101054,141983,4979.24,8.55755643016201,1.32134259127218,3.77552387379763,8.41216494861755,0.849666786951977,69.8734873526278,12981.0185575429,1.29985118983313
FRK14,6.83985171201488,82.0,106551.0,116155.0,116704.0,131782.0,2.0,306384,382350,7966.82,11.2006421698037,1.39914698975023,3.32544224826913,9.08491653393333,0.905342471155158,63.8311889715362,12578.3957620186,1.43011883832514
FRJ11,16.0100727779918,58.0,58818.0,50195.0,60189.0,75740.0,1.0,169218,258220,6342.18,9.2306337591628,1.22700555418928,4.56524214728011,12.6606455594129,1.10649328702992,61.9684656339663,13996.2186121058,1.75571862312601
FRJ12,13.1191608020894,127.0,126942.0,115352.0,126798.0,154369.0,2.0,331366,418651,5859.89,15.5538194526453,1.518379629155,4.10550898810228,13.1656621086101,1.08182136754633,66.8269401625091,14245.5366719564,1.53610338782712
FRJ13,10.609698290983,188.0,192932.0,218924.0,211332.0,223123.0,5.0,536271,706934,6219.84,17.2055555905615,1.35123703652234,4.98368730608392,13.2771936090672,1.12327891617006,57.799533708084,14137.8991463334,1.70566782747733
FRJ14,1.31966163875582,15.0,11505.0,11240.0,12130.0,16096.0,0.0,34626,60341,5156.72,3.2062978941048,1.14735416548879,4.72046416107265,7.97894516805636,0.818645132084688,84.4570361334702,13555.3442046067,1.21425519081262
FRJ15,7.45792487383677,117.0,78324.0,71270.0,79095.0,96233.0,3.0,222486,346534,4142.59,15.2548448831536,0.994228110149503,5.34155732658174,10.5677865311365,0.958364885217614,71.6530452622308,14609.4845874928,2.17441277047332
FRL01,8.01583435586605,23.0,25294.0,21608.0,25817.0,34358.0,1.0,76041,126646,6975.32,4.850198388777,0.945744358253359,3.26086371367176,8.73140334619141,0.820652777096257,79.1379268805186,15085.7556655884,1.35866830133945
FRL02,14.0820278120049,25.0,22988.0,19974.0,24497.0,29740.0,2.0,65779,134526,5674.31,6.11610242922325,1.52243223161035,3.59050750431388,5.35089961030947,0.663733164074295,96.6898761277247,14820.1956386373,1.27768319825805
FRL03,17.8317349446569,252.0,170550.0,166538.0,193758.0,217892.0,0.0,509159,761170,4285.31,11.9750296158042,1.52100872933151,3.08880051020263,9.4144343058604,0.906212855670331,76.9523331790731,15173.5423026707,1.3956955619637
FRL04,28.540338237335,389.0,360175.0,359079.0,378102.0,404581.0,2.0,898232,1008665,5238.35,26.875560076006,1.92841828643103,4.94888313647473,14.4505755634019,1.17180715501308,56.6926437161186,14896.7680834221,1.16559319391903
FRL05,13.3559023349642,179.0,167432.0,155359.0,181652.0,219652.0,4.0,489533,706882,6024.98,16.5370024549427,1.75517241169808,4.15829657846027,13.2987496609038,1.11505064466084,64.371051132679,15139.492482195,1.52193478293745
FRL06,7.25902686548138,158.0,100366.0,88979.0,97479.0,116168.0,2.0,248041,298368,3568.58,17.8956505405275,1.71954166556674,3.66715384823407,12.8854826148166,1.03573401324278,68.4339336572692,14709.6940246109,1.31828159547987
FRM01,30.1401517054302,40.0,23936.0,22461.0,30215.0,34543.0,5.0,68694,116327,4030.69,5.32793209718333,0.686360544027114,4.42440097817668,13.3392060361527,1.17106342928277,59.7367235377983,15287.1347701461,2.23035419807052
FRM02,6.08262415465348,38.0,27188.0,28850.0,33417.0,37344.0,5.0,80276,129305,4713.24,5.7230392067748,0.895135617949564,4.3816324055959,13.3979101148553,1.15750492321184,68.320050239563,15110.1154863406,1.8549458406013
DE111,10.200894853884,3076.0,83654.0,129984.0,149217.0,127664.0,5.0,333253,316697,205.06,52.3715286254883,5.13768056024004,2.57708331942558,9.17204865564903,0.939716426034768,59.8220488230387,10916.2105000814,1.58081652522087
DE112,12.2351597707947,636.0,58281.0,66305.0,76193.0,89302.0,6.0,183283,183998,611.16,29.3194446563721,5.13768056024004,2.72525627840133,8.57969576628169,0.913853340205692,65.3325893311274,10993.2342587426,1.81699297448684
DE113,22.4082940565735,836.0,74817.0,93298.0,101330.0,123882.0,5.0,254914,256974,634.44,33.5216050677829,4.57618055901042,2.6301287561655,8.75396416293612,0.934020539745688,68.7399449745814,11009.60059611,1.89362689901571
DE114,15.1536934213543,401.0,35723.0,43375.0,45829.0,60164.0,3.0,119444,121804,635.39,21.2043650490897,4.57618055901042,3.1783130740126,8.02411747638447,0.893492475152016,80.3152488867442,11038.0946553548,2.04265641598474
DE115,13.1768460852871,796.0,80249.0,92620.0,106782.0,125411.0,5.0,258156,258328,679.32,40.7817467280797,5.13768056024004,2.56248071679363,9.45175537853329,0.959887479190473,61.0828187377365,10904.9147248445,1.4492483795553
DE116,22.7359025684538,498.0,60091.0,71387.0,76654.0,101607.0,4.0,200913,202699,848.49,22.325231552124,4.57618055901042,2.79118266069528,8.72714122023546,0.931652461489042,80.6954964435462,10916.1463475083,2.1132544617594
DE117,13.4925989126553,1263.0,18397.0,24053.0,25498.0,26217.0,7.0,62732,60600,98.7,43.8888893127441,5.13768056024004,2.48368054628372,9.93287042776744,0.97750578324,63.0839122136434,10829.81640625,1.08798616462284
DE118,12.2428991185113,312.0,49198.0,58937.0,64787.0,82051.0,5.0,155549,157103,1087.51,19.838889058431,4.57618055901042,2.66643931610244,9.44273726464737,0.958624345560869,69.6327714465913,10827.229968843,1.47711274001451
DE119,41.9680328600768,144.0,16006.0,19847.0,20295.0,26661.0,4.0,50188,51951,767.69,11.2402778625488,4.57618055901042,2.91859809060891,8.90745803636188,0.927163625756899,72.4151475032171,10793.5147984823,1.53190690762288
DE11A,30.2103974971454,132.0,28532.0,34126.0,36172.0,45703.0,4.0,88341,90437,1467.43,11.2253086037106,4.57618055901042,3.19867541944539,8.35227621288828,0.906057097017765,75.7538901788217,10844.1834208171,1.8973455987346
DE11B,8.33043030459082,101.0,17540.0,21747.0,22490.0,31267.0,2.0,60888,64568,1288.79,9.78104574540082,4.54309722616993,3.05115741491318,8.7017758875542,0.915295857936144,62.6359593272209,10680.3563512166,1.16289002662019
DE11C,30.9219259080488,212.0,18603.0,22426.0,23464.0,30388.0,4.0,61443,63099,620.29,16.3382934842791,4.0146805577808,3.34171730776628,7.82362559107666,0.882616463427742,72.2297448714574,10998.6299947103,2.27619642615318
DE11D,13.7569184502671,207.0,43916.0,55608.0,55575.0,72521.0,2.0,141963,146393,1494.65,14.2196637454786,4.0146805577808,3.30161071927459,8.12052470468701,0.89529964134649,74.2676507455331,10944.7271163375,2.10935345540444
DE121,34.7330128146537,391.0,6412.0,8218.0,9243.0,12725.0,3.0,28973,29992,138.66,20.4583339691162,4.86078009555737,2.9844617942969,9.22497103735805,0.954736689726512,107.222801208496,11104.5610555013,2.05881790014414
DE122,4.45459809979572,1813.0,37870.0,72213.0,65265.0,63992.0,5.0,168854,159146,171.53,42.6666679382324,4.86078009555737,2.57499999801318,10.4261283228795,1.00661458571752,68.9033562342326,11009.4461669922,1.37253833518309
DE123,18.4444159530702,410.0,61108.0,72194.0,80415.0,107369.0,4.0,205938,206660,1072.78,26.1955125515278,4.86078009555737,2.62180822629195,10.0417690556019,0.990199875373107,70.1086181738438,10956.191788111,1.56976047527222
DE124,7.35660038513967,313.0,31024.0,37313.0,40704.0,56191.0,3.0,108637,110617,730.45,18.4053028496829,4.86078009555737,2.92438915040758,9.30170393776562,0.963417564553243,99.1558001836141,11088.9313603154,1.81833281871435
DE125,4.3338554597292,1486.0,19383.0,42896.0,36123.0,29136.0,6.0,86312,80671,107.58,34.7349529266357,5.13768056024004,2.8888020714124,9.79244786500931,0.958119211097558,76.4444446563721,10737.8564147949,1.73090277115504
