COUNTRY,NUTS2,NUTS3,CODE,CODE_NUTS2,CODE_NUTS3,POPULATION,POP_DENS,POP>=60,%POP>=60,FEMEALES,%FEMEALS,POP 0-14,POP 15-29,POP 30-44,POP 45-59,POP_GROWTH,HOUSEHOLDS,DWELLINGS,SURFACE AREA,UNEM_R,D_MEDICALE,COPD %,Respiratory dis mortality,Smokers %,Diabetes %,Diabetes mortality,Cardiovascular dis mortality,BEDS_Intcare/reanim,COVID19_D,COVID_Mortality_R,COVID19_CCONF,COVID_Cases_R,COVID19_TESTS,DURATION_LD (days),Lag_1stCase-LD (days),LD_SEVEIRTY_W1,LD_SEVEIRTY_W2,LD_SEVEIRTY_W3,LD_SEVEIRTY_W4,LD_SEVEIRTY_W5,LD_SEVEIRTY_W6,LD_SEVEIRTY_W7,LD_SEVEIRTY_W8,LD_SEVEIRTY_W9,LD_SEVEIRTY_W10,LD_SEVEIRTY_W11,LD_SEVEIRTY_W12,LD_SEVEIRTY_W13,LD_SEVEIRTY_W14,LD_SEVEIRTY_W15,LD_SEVEIRTY_W16,LD_SEVEIRTY_W17,LD_SEVEIRTY_W18,LD_SEVEIRTY_W19,LD_SEVEIRTY_W20,LD_SEVEIRTY_W21,LD_SEVEIRTY_W22,LD_SEVEIRTY_W23,LD_SEVEIRTY_W24,LD_SEVEIRTY_W25,LD_SEVEIRTY_W26,LD_SEVEIRTY_W27,LD_SEVEIRTY_W28,LD_SEVEIRTY_W29,LD_SEVEIRTY_W30,LD_SEVEIRTY_W31,LD_SEVEIRTY_W32,LD_SEVEIRTY_W33,LD_SEVEIRTY_W34,LD_SEVEIRTY_W35,NO2_avg,WIND_Avg,Temp_mean_over12yrs,NTL_avg,PRESSURE_avg,PRECIPITATION,SOLAR_RAD_avg,LAI_avg
Germany,Oberbayern,Neuburg-Schrobenhausen,DE,DE21,DE21I,97051,131,24713,25.4639313350712,49739,51.250373514956,14240,16579,18620,22899,5,43830,43795,731.6,,,,,,,,,46,18,18.5469495419934,386,397.729029067192,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84928704102834,2.82072482258081,8.14713536202908,12.1905863020155,0.905870944261551,64.6198642253876,11027.5526301066,2.03922144124206
Germany,Oberbayern,Pfaffenhofen a. d. Ilm,DE,DE21,DE21J,127612,168,31258,24.4945616399712,65980,51.7036015421747,18448,21880,25475,30551,6,57344,56491,752.97,,,,,,,,,8,21,16.4561326521017,432,338.526157414663,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84928704102834,2.74456018430215,8.34012985367466,14.1875,0.906580502788226,65.1736758550008,11053.7004281503,1.95908596817876
Germany,Oberbayern,"Rosenheim, Landkreis",DE,DE21,DE21K,261620,182,72295,27.6335907040746,132828,50.7713477562877,36696,43639,45821,63169,5,121902,121641,1425.51,,,,,,,,,72,199,76.064521061081,2427,927.681369925847,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57479283545439,2.31123841802279,8.23131363713376,12.7385622753816,0.88512818031013,95.6574653625488,11215.3849894206,2.53554998088057
Germany,Oberbayern,Starnberg,DE,DE21,DE21L,136838,281,39839,29.1139888042795,68515,50.0701559508324,20309,20788,22781,33121,5,65820,66203,482.8,,,,,,,,,98,13,9.50028500855026,680,496.937985062629,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61849567562054,2.79719906250636,8.2237499696513,16.7928239504496,0.87885994464159,86.6241902669271,11394.5768920898,2.02525576121277
Germany,Oberbayern,Traunstein,DE,DE21,DE21M,177588,116,51967,29.2626754059959,90473,50.945446764421,23698,29608,30655,41660,4,85578,87204,1518.78,,,,,,,,,62,88,49.5528977183143,1383,778.768835732144,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53108999528825,2.33178784625203,7.83156995311398,10.1871528744698,0.858916802003103,102.568627170488,11086.2430048924,2.58171916477484
Germany,Oberbayern,Weilheim-Schongau,DE,DE21,DE21N,135251,140,38297,28.315502288338,69084,51.0783654094979,19132,22176,23262,32384,4,64064,64174,957.07,,,,,,,,,36,3,2.21809820260109,393,290.570864540743,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61849567562054,2.65174768765767,7.69510417591858,10.2996795727656,0.861815967907508,96.9936346054077,11509.4501241048,3.02114956275277
Germany,Niederbayern,-,DE,DE22,-,1238954,,336259,27.1405556622764,634315,51.1976231563077,164578,216433,225661,296023,,579462,583067,,2,,,87.67,,,30.67,417.01,334,300,24.2139740458484,6124,494.287923522584,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Germany,Niederbayern,"Landshut, Kreisfreie Stadt",DE,DE22,DE221,72172,1096,19077,26.4326885772876,35885,49.7214986421327,9366,13431,14711,15587,9,38229,38163,65.19,,,,,,,,,58,9,12.4702100537605,346,479.410297622347,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13591203860663,2.53153936068217,8.40928403448058,35.7986106872559,0.907395007354873,67.520006497701,10935.8463251023,1.73148149914212
Germany,Niederbayern,"Passau, Kreisfreie Stadt",DE,DE22,DE222,52074,748,14225,27.3168951876176,25541,49.047509313669,5537,12754,9431,10127,5,30180,31585,68.89,,,,,,,,,56,18,34.5661942620118,177,339.900910243116,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37368055631717,2.07233795523643,8.12285872797171,23.7777786254883,0.920133103926977,75.206018447876,10741.6991780599,2.31790120071835
Germany,Niederbayern,"Straubing, Kreisfreie Stadt",DE,DE22,DE223,47902,710,13239,27.6376769237193,24695,51.5531710575759,5733,8647,9298,10985,5,25055,25049,66.8,,,,,,,,,43,48,100.204584359734,479,999.95824808985,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13591203860663,2.14398143688838,8.55723374399046,27.6666660308838,0.925150456527869,62.5005791982015,10728.8257242839,1.34849373499552
Germany,Niederbayern,Deggendorf,DE,DE22,DE224,119333,139,32238,27.0151592602214,60724,50.8861756597086,15633,21071,21695,28696,3,57075,58167,851.72,,,,,,,,,31,15,12.5698675135964,399,334.358475861664,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7547962974619,2.26107954166152,7.81897616792809,12.7506312890486,0.906895518980243,77.3229688875603,10732.4756340258,2.25528549580347
Germany,Niederbayern,Freyung-Grafenau,DE,DE22,DE225,78653,80,22944,29.1711695675944,40287,51.2211867315932,9638,13176,13205,19690,1,36437,37810,973.08,,,,,,,,,22,12,15.2568878491602,202,256.824278794197,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37368055631717,2.85542534622881,6.48739388502306,9.5571580850161,0.818415796177255,95.4667727682326,10651.5837860107,2.99998583147923
Germany,Niederbayern,Kelheim,DE,DE22,DE226,122236,115,30499,24.9509146241696,63070,51.5969108936811,17727,21756,23192,29062,6,54932,54496,1053.57,,,,,,,,,24,35,28.6331359010439,605,494.944206289473,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49259953981748,2.57608617727573,8.33016380494855,10.4925213960501,0.90438434558037,62.6504628597162,10887.619533441,2.03211325938159
Germany,Niederbayern,"Landshut, Landkreis",DE,DE22,DE227,158922,118,39917,25.1173531669624,82047,51.6272133499453,23288,26663,29821,39233,6,69454,67553,1333.06,,,,,,,,,10,31,19.5064245353066,795,500.245403405444,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49259953981748,2.52907816919626,8.30501769022108,11.3206699034747,0.90477702635176,67.4130923327278,10923.8620437921,2.03330157636627
Germany,Niederbayern,"Passau, Landkreis",DE,DE22,DE228,191652,125,55621,29.0218729781062,97747,51.0023375701793,24778,31262,33384,46607,3,89513,90536,1513.95,,,,,,,,,22,31,16.1751507941477,675,352.20086406612,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46473192250855,2.15952119022085,7.96369396301044,11.4969617724419,0.906176294543241,77.9512973417316,10744.9685262044,2.59224237471211
Germany,Niederbayern,Regen,DE,DE22,DE229,77749,80,22928,29.4897683571493,39877,51.2894056515196,9809,12872,13284,18856,2,37359,38838,963.8,,,,,,,,,16,12,15.4342821129532,211,271.386127152761,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7547962974619,3.07977843710354,6.16610040735187,9.42613624307242,0.815571676407542,90.1864249819801,10603.4517240978,2.83742193553759
Germany,Niederbayern,Rottal-Inn,DE,DE22,DE22A,121083,95,34105,28.1666295020771,62080,51.2706160237193,16098,20781,21187,28912,3,54232,54467,1267.69,,,,,,,,,14,50,41.2939884211656,794,655.74853612811,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48132144070347,2.23710213042796,8.25992109610464,9.09635424613953,0.908655959026267,74.3305120269458,10801.3231290181,2.46325231393178
Germany,Niederbayern,Straubing-Bogen,DE,DE22,DE22B,100516,84,26594,26.4574794062637,51609,51.3440646265271,14044,16804,18146,24928,3,43844,44107,1188.34,,,,,,,,,13,29,28.8511281785984,584,581.002029527637,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13591203860663,2.33268622918562,8.07452648758155,10.6266339245964,0.904595433536804,66.1494107101903,10736.1507438891,2.00100547885895
Germany,Niederbayern,Dingolfing-Landau,DE,DE22,DE22C,96662,110,24872,25.7308973536654,50753,52.5056382032236,12927,17216,18307,23340,4,43152,42296,868.32,,,,,,,,,25,10,10.345327015787,857,886.594525252943,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13591203860663,2.28263361797188,8.31236324226484,11.6501735448837,0.914194025325053,66.9895833622326,10806.5941846443,2.00611567644425
Germany,Oberpfalz,-,DE,DE23,-,1110930,,298278,26.8493964516216,565333,50.8882647871603,145612,197248,204353,265439,,539850,551069,,1.9,,,89.86,,,30.95,414.34,461,375,33.7555021468499,5851,526.675848163251,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Germany,Oberpfalz,"Amberg, Kreisfreie Stadt",DE,DE23,DE231,42323,844,12720,30.0545802518725,21526,50.8612338444817,5254,7238,7516,9595,2,22841,23334,49.59,,,,,,,,,52,4,9.45112586536871,104,245.729272499587,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49259953981748,2.51611689726512,8.16603014762707,27.0069446563721,0.879709192862113,65.7384261290232,10546.2000274658,1.69583332538605
Germany,Oberpfalz,"Regensburg, Kreisfreie Stadt",DE,DE23,DE232,152811,1893,34082,22.3033682130213,74732,48.9048563257881,18808,35852,33987,30082,9,91177,92821,79.91,,,,,,,,,223,10,6.54403151605578,772,505.199233039506,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13591203860663,2.30656825999419,8.58773141385367,26.4388891220093,0.914207175374031,54.9198498725891,10707.8976542155,1.1178040727973
Germany,Oberpfalz,"Weiden i. d. Opf, Kreisfreie Stadt",DE,DE23,DE233,42582,604,12608,29.608754872951,21185,49.7510685266075,5162,7581,7485,9746,2,23859,24304,69.71,,,,,,,,,56,20,46.9682025268893,359,843.079235357663,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87570833602437,2.62193287554241,7.51381446350188,13.65625,0.870322419773965,59.7639716466268,10420.827511742,2.04761905329568
Germany,Oberpfalz,Amberg-Sulzbach,DE,DE23,DE234,102949,82,29195,28.3587018815141,52879,51.3642677442229,13050,17254,17304,26146,0,48279,49634,1240.88,,,,,,,,,14,54,52.4531564172551,513,498.304985963924,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24112615963375,2.62002924032379,7.8619091411452,7.68240741093953,0.873557192714591,68.6059334068968,10538.1879679362,2.23088252253649
Germany,Oberpfalz,Cham,DE,DE23,DE235,128054,84,36156,28.2349633748262,65847,51.4212753994409,16704,21441,22549,31204,2,59143,61514,1509.5,,,,,,,,,17,21,16.3993315320099,472,368.594499195652,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7547962974619,2.65019492046875,7.2921722668893,7.87654320398967,0.869159049240121,68.6151620797944,10591.5100151196,2.62891518583103
Germany,Oberpfalz,Neumarkt i. d. OPf.,DE,DE23,DE236,133698,100,34315,25.6660533441039,68789,51.4510314290416,18554,23627,24264,32938,5,59256,59223,1328.61,,,,,,,,,22,17,12.7152238627354,464,347.05081601819,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49259953981748,2.76410107811292,7.9439332540507,9.21712961196899,0.87525044919716,69.9083720136572,10699.218391701,2.0140199970653
Germany,Oberpfalz,Neustadt a. d. Waldnaab,DE,DE23,DE237,94493,66,26533,28.0793286275174,48153,50.9593303207645,12102,15809,16378,23671,-1,43567,46497,1410.55,,,,,,,,,,73,77.2543997968104,856,905.887208576297,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98965277945002,2.74116285408244,7.36631603904215,9.64616398584275,0.864430489055082,63.0264160305846,10414.874222101,2.46850957333202
Germany,Oberpfalz,"Regensburg, Landkreis",DE,DE23,DE238,193925,139,50559,26.0714193631559,99007,51.0542735593657,27612,31614,36076,48064,4,88007,87900,1376.19,,,,,,,,,14,16,8.25061235013536,599,308.882299858193,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49259953981748,2.43901143588272,8.18274441673466,13.888888835907,0.900115057972132,58.6825638939353,10734.0936111749,1.9291050615518
Germany,Oberpfalz,Schwandorf,DE,DE23,DE239,147423,101,40362,27.3783602287296,75859,51.4566926463306,19342,25003,26796,35920,3,68975,69134,1441.57,,,,,,,,,51,20,13.5664041567462,557,377.824355765383,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0058101873155,2.55243359845981,7.67476245671053,10.968316078186,0.877905698852581,60.5859530766805,10546.5238668877,2.39455877979037
Germany,Oberpfalz,Tirschenreuth,DE,DE23,DE23A,72672,67,21748,29.9262439453985,37356,51.4035667107001,9024,11829,11998,18073,-1,34746,36708,1071.12,,,,,,,,,12,140,192.646411272567,1155,1589.33289299868,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98965277945002,3.15664545694987,6.8032697054247,8.37450398717608,0.843107640536295,62.9974921544393,10323.0516289605,2.32079104140953
Germany,Oberfranken,-,DE,DE24,-,1069265,,312783,29.2521498412461,541628,50.6542344507676,133796,180438,182886,259362,,535623,547716,,2.3,,,107.12,,,38.4,516.95,383,245,22.912935521129,4280,400.274955226254,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Germany,Oberfranken,"Bamberg, Kreisfreie Stadt",DE,DE24,DE241,77769,1425,19146,24.6190641515257,38080,48.9655261093752,9598,17622,15602,15801,9,43876,43535,53.98,,,,,,,,,58,22,28.2889068909205,224,288.032506525736,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10359722287567,2.39895834525426,8.71018535147111,21.4083335876465,0.919131944576899,54.9490741093953,10429.8135375977,1.41666667660077
Germany,Oberfranken,"Bayreuth, Kreisfreie Stadt",DE,DE24,DE242,74228,1111,20321,27.3764617125613,36933,49.7561567063642,7889,18600,12787,14631,4,42365,43073,66.08,,,,,,,,,68,11,14.819205690575,228,307.1617179501,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10359722287567,2.68200228611628,7.94994224607944,35.0138893127441,0.884050930539767,66.7100693384806,10374.4623413086,1.95787979875292
Germany,Oberfranken,"Coburg, Kreisfreie Stadt",DE,DE24,DE243,41261,857,12453,30.181042631056,20748,50.284772545503,4812,7554,7217,9225,1,23096,23929,47.62,,,,,,,,,43,4,9.69438452776229,132,319.914689416156,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10359722287567,2.66351273987028,8.19472415352033,35.4930572509766,0.892249229467577,61.306423664093,10279.9670071072,1.59027776122093
Germany,Oberfranken,"Hof, Kreisfreie Stadt",DE,DE24,DE244,46079,795,14055,30.5019640183164,22864,49.6191323596432,5956,8129,7772,10167,3,26113,27321,57.31,,,,,,,,,36,5,10.8509299246945,158,342.889385620348,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98965277945002,3.48425926764806,7.10677080601454,26.6736106872559,0.849305560191472,66.8240737915039,10169.4022013346,1.93865742286046
Germany,Oberfranken,"Bamberg, Landkreis",DE,DE24,DE245,147490,126,38104,25.8349718624992,75262,51.0285443080887,20555,24385,27040,37406,2,67264,66827,1153.65,,,,,,,,,17,37,25.0864465387484,453,307.139467082514,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41615509575716,2.69285662472248,8.182240999653,12.0273693028618,0.896019598158697,62.2201604445775,10469.2769432068,2.01601085683395
Germany,Oberfranken,"Bayreuth, Landkreis",DE,DE24,DE246,103979,82,30658,29.4847998153473,53022,50.9929889689264,13509,15766,17616,26430,-1,49505,50915,1258.38,,,,,,,,,7,28,26.9285144115639,440,423.162369324575,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98965277945002,3.03678172593023,7.24232367987461,9.31898152033488,0.859724949095763,75.6776961906284,10383.6366660922,2.43812748617377
Germany,Oberfranken,"Coburg, Landkreis",DE,DE24,DE247,87080,148,26488,30.4180064308682,44459,51.0553514010106,11018,13169,14641,21764,0,41922,42260,583.24,,,,,,,,,,30,34.4510794671566,424,486.90858980248,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10359722287567,2.63821374045478,8.22617671386925,9.65451389551163,0.894620625785104,60.3760931580155,10295.2065813983,1.6665630127067
Germany,Oberfranken,Forchheim,DE,DE24,DE248,116381,181,31630,27.1779757864256,59092,50.7746109760184,16081,18978,20504,29188,3,54253,54174,635.14,,,,,,,,,14,4,3.43698713707564,262,225.122657478454,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10359722287567,2.67053755565926,8.1498907374701,14.3862847089767,0.890897639371731,67.3104426066081,10522.8755086263,2.37455909025101
Germany,Oberfranken,"Hof, Landkreis",DE,DE24,DE249,95567,107,31602,33.0679000073247,48686,50.9443636401687,11204,14066,14580,24115,-2,48218,51578,881.7,,,,,,,,,17,32,33.4843617566733,502,525.285925057813,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98965277945002,3.6295086181525,6.727251658837,13.9743056297302,0.840047873556614,71.9464962699196,10183.3810591264,2.07421344977159
Germany,Oberfranken,Kronach,DE,DE24,DE24A,67279,103,21265,31.6071879784182,34458,51.2165757517204,7645,9933,10906,17530,-2,32764,33465,643.24,,,,,,,,,15,3,4.45904368376462,178,264.569925236701,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10359722287567,3.18440071520982,7.42824719873843,9.515625,0.863950613472197,70.9166023466322,10223.2946234809,2.19716633327546
Germany,Oberfranken,Kulmbach,DE,DE24,DE24B,71925,109,22587,31.4035453597497,36616,50.908585331943,8442,10871,11732,18293,-1,35883,37138,650.21,,,,,,,,,37,11,15.2937087243657,258,358.706986444213,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10359722287567,2.91245659937461,7.64158708105485,10.7986111111111,0.876406972296536,67.8373843431473,10307.1149571737,2.10069444504651
Germany,Oberfranken,Lichtenfels,DE,DE24,DE24C,66899,129,19814,29.6177820296268,34092,50.9604029955605,8459,10564,11318,16744,0,32203,32445,513.5,,,,,,,,,51,17,25.4114411276701,336,502.249659935126,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10359722287567,2.63328992327054,8.16030087854112,11.8115079743522,0.892160008351008,62.1028649012248,10369.7810109456,1.93527778625488
Germany,Oberfranken,Wunsiedel i. Fichtelgebirge,DE,DE24,DE24D,73328,121,24660,33.6297185249836,37316,50.8891555749509,8628,10801,11171,18068,-1,38161,41056,598.78,,,,,,,,,20,41,55.9131573205324,685,934.158847916212,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98965277945002,3.44529803593953,6.60067998679976,12.0734127589634,0.837766927666962,67.2011717557907,10246.5404256185,2.14538530380495
Germany,Mittelfranken,-,DE,DE25,-,1771794,,475506,26.8375443194864,892827,50.3911289912936,241454,309561,337527,407746,,888947,890818,,1.8,,,98.97,,,28.06,441.3,648,291,16.4240312361369,5804,327.5775852046,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Germany,Mittelfranken,"Ansbach, Kreisfreie Stadt",DE,DE25,DE251,41868,420,11597,27.6989586318907,20575,49.1425432311073,5672,7638,7564,9397,5,21864,22074,98.72,,,,,,,,,27,8,19.1076717301997,164,391.707270469093,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0146805577808,3.25732059280078,8.60190970388552,19.7569446563721,0.89441550647219,63.3402773539225,10759.5709228516,1.99536429511176
Germany,Mittelfranken,"Erlangen, Kreisfreie Stadt",DE,DE25,DE252,111729,1453,25699,23.0011903802952,56221,50.3190756204745,14924,25717,22886,22503,6,62577,64517,76.08,,,,,,,,,141,11,9.84525056162679,314,281.037152395528,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10359722287567,2.4781828324,8.71921301260591,46.4652786254883,0.916753480831782,61.2968756357829,10566.5421346029,1.55787036816279
Germany,Mittelfranken,"Fürth, Kreisfreie Stadt",DE,DE25,DE253,127835,2020,31050,24.2891226972269,63578,49.7344232800094,17390,22626,27032,29737,7,66372,65292,62.6,,,,,,,,,48,38,29.72581843783,494,386.43563969179,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.476442131952,2.51747683684031,8.88587972273429,53.3055572509766,0.916782408952713,59.5283568700155,10587.1272583008,1.52328135967255
Germany,Mittelfranken,"Nürnberg, Kreisfreie Stadt",DE,DE25,DE254,518852,2783,133920,25.8108285214281,257802,49.6870013028764,69434,98245,108489,108764,4,281883,280643,184.47,,,,,,,,,286,53,10.2148589578531,1511,291.219846892756,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.476442131952,2.54149303833644,9.09629630607863,50.3020839691162,0.909311349193255,58.1232643127441,10562.2203979492,1.38514753705577
Germany,Mittelfranken,"Schwabach, Kreisfreie Stadt",DE,DE25,DE255,41085,1007,11514,28.0248265790434,20596,50.1302178410612,5752,6588,7360,9871,4,20387,20345,40.35,,,,,,,,,7,2,4.86795667518559,99,240.963855421687,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84928704102834,2.63109085460504,8.83644386582697,23.7291660308838,0.905646707241734,59.3920718828837,10631.5537719727,1.76620372136434
Germany,Mittelfranken,"Ansbach, Landkreis",DE,DE25,DE256,184337,94,49550,26.8801163087172,94711,51.3792673201799,25860,31693,32672,44562,3,83542,83981,1948.87,,,,,,,,,26,28,15.1895712743508,637,345.56274649148,,46,54,0,0,0,0,0,0,0,0,0,0,1,1>2,2,2,2,2,2,2,2>0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93198379940457,3.24202595402797,8.38940732839466,10.5470085144043,0.895849965305792,63.2518327236176,10776.1515299479,2.03389042827684
